RowId,ItemId,ContentFinderConditionId,Quantity,FightNo,CofferNo
126,2748,1,1,0,0
127,3585,1,1,0,0
128,3584,1,1,0,0
129,31448,1,1,0,0
130,3093,1,1,1,0
131,3094,1,1,1,0
132,3095,1,1,1,0
133,31442,1,1,1,0
134,31445,1,1,1,0
135,3364,1,1,1,0
136,1768,1,1,2,0
137,1835,1,1,2,0
138,1696,1,1,2,0
139,9195,1,1,2,0
140,1907,1,1,2,0
141,2117,1,1,2,0
142,2159,1,1,2,0
143,2013,1,1,2,0
144,2245,1,1,2,0
145,31443,1,1,2,0
146,31446,1,1,2,0
147,3824,1,1,2,0
148,38470,1,1,2,0
149,38652,1,1,2,0
150,2255,6,1,0,0
151,31450,6,1,0,0
152,31456,6,1,0,0
153,31462,6,1,0,0
154,31452,6,1,0,0
155,31458,6,1,0,0
156,31464,6,1,0,0
157,4327,6,1,0,0
158,4321,6,1,0,0
159,4329,6,1,0,0
160,4323,6,1,0,0
161,4325,6,1,0,0
162,4331,6,1,0,0
163,4122,6,1,0,0
164,4116,6,1,0,0
165,4110,6,1,0,0
166,4118,6,1,0,0
167,4112,6,1,0,0
168,4114,6,1,0,0
169,4120,6,1,0,0
170,31451,6,1,1,0
171,31457,6,1,1,0
172,31463,6,1,1,0
173,31453,6,1,1,0
174,31459,6,1,1,0
175,31465,6,1,1,0
176,4227,6,1,1,0
177,4221,6,1,1,0
178,4215,6,1,1,0
179,4223,6,1,1,0
180,4217,6,1,1,0
181,4219,6,1,1,0
182,4225,6,1,1,0
183,4449,6,1,1,0
184,4443,6,1,1,0
185,4451,6,1,1,0
186,4445,6,1,1,0
187,4447,6,1,1,0
188,4453,6,1,1,0
189,4455,6,1,1,0
190,1775,6,1,2,0
191,1844,6,1,2,0
192,1705,6,1,2,0
193,9198,6,1,2,0
194,1914,6,1,2,0
195,2120,6,1,2,0
196,2165,6,1,2,0
197,2020,6,1,2,0
198,31454,6,1,2,0
199,31460,6,1,2,0
200,31466,6,1,2,0
201,38471,6,1,2,0
202,30253,6,1,2,0
203,31470,8,1,0,0
204,31474,8,1,0,0
205,31471,8,1,0,0
206,31469,8,1,0,0
207,31473,8,1,0,0
208,31472,8,1,0,0
209,31475,8,1,0,0
210,31477,8,1,0,0
211,31478,8,1,0,0
212,31476,8,1,0,0
213,31479,8,1,0,0
214,38472,8,1,0,0
215,2772,8,1,1,0
216,2770,8,1,1,0
217,2771,8,1,1,0
218,3610,8,1,1,0
219,3608,8,1,1,0
220,3609,8,1,1,0
221,3122,8,1,2,0
222,3123,8,1,2,0
223,3124,8,1,2,0
224,3382,8,1,2,0
225,3380,8,1,2,0
226,3381,8,1,2,0
227,31470,8,1,3,0
228,31474,8,1,3,0
229,31471,8,1,3,0
230,31469,8,1,3,0
231,31473,8,1,3,0
232,31472,8,1,3,0
233,31475,8,1,3,0
234,31477,8,1,3,0
235,31478,8,1,3,0
236,31476,8,1,3,0
237,31479,8,1,3,0
238,3840,8,1,3,0
239,3838,8,1,3,0
240,3839,8,1,3,0
241,38472,8,1,3,0
242,38653,8,1,3,0
243,31481,9,1,0,0
244,31487,9,1,0,0
245,31483,9,1,0,0
246,31489,9,1,0,0
247,31494,9,1,0,0
248,31482,9,1,1,0
249,31488,9,1,1,0
250,31493,9,1,1,0
251,31484,9,1,1,0
252,31490,9,1,1,0
253,31495,9,1,1,0
254,1780,9,1,2,0
255,10437,9,1,2,0
256,1849,9,1,2,0
257,1710,9,1,2,0
258,9203,9,1,2,0
259,1919,9,1,2,0
260,10499,9,1,2,0
261,2080,9,1,2,0
262,2168,9,1,2,0
263,2025,9,1,2,0
264,10561,9,1,2,0
265,31485,9,1,2,0
266,31491,9,1,2,0
267,31496,9,1,2,0
268,7040,9,1,2,0
269,38473,9,1,2,0
270,2783,12,1,0,0
271,2782,12,1,0,0
272,2781,12,1,0,0
273,3136,12,1,0,0
274,31498,12,1,0,0
275,3618,12,1,0,0
276,31501,12,1,0,0
277,4240,12,1,0,0
278,4234,12,1,0,0
279,4242,12,1,0,0
280,4236,12,1,0,0
281,4246,12,1,0,0
282,4238,12,1,0,0
283,4244,12,1,0,0
284,4346,12,1,0,0
285,4340,12,1,0,0
286,4348,12,1,0,0
287,4342,12,1,0,0
288,4352,12,1,0,0
289,4344,12,1,0,0
290,4350,12,1,0,0
291,4338,12,1,0,0
292,3135,12,1,1,0
293,3134,12,1,1,0
294,3133,12,1,1,0
295,3401,12,1,1,0
296,31500,12,1,1,0
297,31502,12,1,1,0
298,4148,12,1,1,0
299,4140,12,1,1,0
300,4134,12,1,1,0
301,4142,12,1,1,0
302,4136,12,1,1,0
303,4146,12,1,1,0
304,4138,12,1,1,0
305,4144,12,1,1,0
306,4131,12,1,1,0
307,4475,12,1,1,0
308,4469,12,1,1,0
309,4477,12,1,1,0
310,4471,12,1,1,0
311,4481,12,1,1,0
312,4473,12,1,1,0
313,4479,12,1,1,0
314,4466,12,1,1,0
315,31507,12,1,2,0
316,31511,12,1,2,0
317,31508,12,1,2,0
318,31506,12,1,2,0
319,31510,12,1,2,0
320,31509,12,1,2,0
321,31512,12,1,2,0
322,31514,12,1,2,0
323,31515,12,1,2,0
324,31513,12,1,2,0
325,31516,12,1,2,0
326,31499,12,1,2,0
327,3846,12,1,2,0
328,31503,12,1,2,0
329,38474,12,1,2,0
330,31673,12,1,2,0
331,1788,11,1,0,0
332,10438,11,1,0,0
333,1857,11,1,0,0
334,1718,11,1,0,0
335,9214,11,1,0,0
336,1927,11,1,0,0
337,10500,11,1,0,0
338,2128,11,1,0,0
339,2176,11,1,0,0
340,2032,11,1,0,0
341,2177,11,1,0,0
342,10562,11,1,0,0
343,38475,11,1,0,0
344,31518,11,1,1,1
345,31524,11,1,1,1
346,31530,11,1,1,1
347,31520,11,1,1,1
348,31526,11,1,1,1
349,31532,11,1,1,1
350,31519,11,1,1,2
351,31525,11,1,1,2
352,31531,11,1,1,2
353,31521,11,1,1,2
354,31527,11,1,1,2
355,31533,11,1,1,2
356,1788,11,1,2,0
357,10438,11,1,2,0
358,1857,11,1,2,0
359,1718,11,1,2,0
360,9214,11,1,2,0
361,1927,11,1,2,0
362,10500,11,1,2,0
363,2128,11,1,2,0
364,2176,11,1,2,0
365,2032,11,1,2,0
366,2177,11,1,2,0
367,10562,11,1,2,0
368,31522,11,1,2,0
369,31528,11,1,2,0
370,31534,11,1,2,0
371,7033,11,1,2,0
372,38475,11,1,2,0
373,31544,13,1,0,0
374,31548,13,1,0,0
375,31545,13,1,0,0
376,31543,13,1,0,0
377,31547,13,1,0,0
378,31546,13,1,0,0
379,31549,13,1,0,0
380,31551,13,1,0,0
381,31552,13,1,0,0
382,31550,13,1,0,0
383,31553,13,1,0,0
384,2856,13,1,0,0
385,3189,13,1,0,0
386,3190,13,1,0,0
387,3445,13,1,0,0
388,3446,13,1,0,0
389,38476,13,1,0,0
390,2919,13,1,1,1
391,2896,13,1,1,1
392,2887,13,1,1,1
393,2906,13,1,1,1
394,3705,13,1,1,1
395,31536,13,1,1,1
396,31538,13,1,1,1
397,31540,13,1,1,1
398,3248,13,1,1,2
399,3217,13,1,1,2
400,3207,13,1,1,2
401,3219,13,1,1,2
402,3480,13,1,1,2
403,31537,13,1,1,2
404,31539,13,1,1,2
405,3476,13,1,1,2
406,31544,13,1,2,0
407,31548,13,1,2,0
408,31545,13,1,2,0
409,31543,13,1,2,0
410,31547,13,1,2,0
411,31546,13,1,2,0
412,31549,13,1,2,0
413,31551,13,1,2,0
414,31552,13,1,2,0
415,31550,13,1,2,0
416,31553,13,1,2,0
417,3926,13,1,2,0
418,3919,13,1,2,0
419,3910,13,1,2,0
420,31541,13,1,2,0
421,38476,13,1,2,0
422,30254,13,1,2,0
423,31555,5,1,0,0
424,31561,5,1,0,0
425,31567,5,1,0,0
426,31557,5,1,0,0
427,31563,5,1,0,0
428,31569,5,1,0,0
429,4265,5,1,0,0
430,4259,5,1,0,0
431,4267,5,1,0,0
432,4261,5,1,0,0
433,4263,5,1,0,0
434,4269,5,1,0,0
435,4171,5,1,0,0
436,4509,5,1,0,0
437,4503,5,1,0,0
438,4511,5,1,0,0
439,4505,5,1,0,0
440,4515,5,1,0,0
441,4507,5,1,0,0
442,4513,5,1,0,0
443,31556,5,1,1,0
444,31562,5,1,1,0
445,31568,5,1,1,0
446,31558,5,1,1,0
447,31564,5,1,1,0
448,31570,5,1,1,0
449,1798,5,1,2,0
450,10439,5,1,2,0
451,1869,5,1,2,0
452,1730,5,1,2,0
453,9219,5,1,2,0
454,1939,5,1,2,0
455,10501,5,1,2,0
456,2096,5,1,2,0
457,2187,5,1,2,0
458,2042,5,1,2,0
459,10563,5,1,2,0
460,2293,5,1,2,0
461,31559,5,1,2,0
462,31565,5,1,2,0
463,31571,5,1,2,0
464,38477,5,1,2,0
465,2869,10,1,0,0
466,2867,10,1,0,0
467,2868,10,1,0,0
468,2866,10,1,0,0
469,3673,10,1,0,0
470,3674,10,1,0,0
471,3675,10,1,0,0
472,3200,10,1,1,0
473,3169,10,1,1,0
474,3198,10,1,1,0
475,3199,10,1,1,0
476,3197,10,1,1,0
477,3452,10,1,1,0
478,3449,10,1,1,0
479,3451,10,1,1,0
480,3450,10,1,1,0
481,6272,10,1,2,0
482,10413,10,1,2,0
483,6273,10,1,2,0
484,6271,10,1,2,0
485,9220,10,1,2,0
486,6274,10,1,2,0
487,10475,10,1,2,0
488,6276,10,1,2,0
489,2188,10,1,2,0
490,6275,10,1,2,0
491,10537,10,1,2,0
492,6278,10,1,2,0
493,3902,10,1,2,0
494,3900,10,1,2,0
495,3901,10,1,2,0
496,3898,10,1,2,0
497,38714,10,1,2,0
498,2869,14,1,0,0
499,2867,14,1,0,0
500,2868,14,1,0,0
501,2866,14,1,0,0
502,3673,14,1,0,0
503,3674,14,1,0,0
504,3675,14,1,0,0
505,3200,14,1,1,0
506,3169,14,1,1,0
507,3198,14,1,1,0
508,3199,14,1,1,0
509,3197,14,1,1,0
510,3452,14,1,1,0
511,3449,14,1,1,0
512,3451,14,1,1,0
513,3450,14,1,1,0
514,6272,14,1,2,0
515,10413,14,1,2,0
516,6273,14,1,2,0
517,6271,14,1,2,0
518,9220,14,1,2,0
519,6274,14,1,2,0
520,10475,14,1,2,0
521,6276,14,1,2,0
522,2188,14,1,2,0
523,6275,14,1,2,0
524,10537,14,1,2,0
525,6278,14,1,2,0
526,3902,14,1,2,0
527,3900,14,1,2,0
528,3901,14,1,2,0
529,3898,14,1,2,0
530,38714,14,1,2,0
531,6284,17,1,0,0
532,6727,17,1,0,0
533,6728,17,1,0,0
534,3899,17,1,0,0
535,6729,17,1,0,0
536,6730,17,1,0,0
537,6294,17,1,0,0
538,6303,17,1,0,0
539,6731,17,1,0,0
540,6732,17,1,0,0
541,3903,17,1,0,0
542,6311,17,1,0,0
543,7048,17,1,0,0
544,7049,17,1,0,0
545,7050,17,1,0,0
546,7051,17,1,0,0
547,7052,17,1,0,0
548,6288,17,1,0,0
549,6298,17,1,0,0
550,6307,17,1,0,0
551,6315,17,1,0,0
552,6319,17,1,0,0
553,6280,17,1,1,0
554,6704,17,1,1,0
555,6705,17,1,1,0
556,6289,17,1,1,0
557,6706,17,1,1,0
558,6707,17,1,1,0
559,2865,17,1,1,0
560,6299,17,1,1,0
561,6708,17,1,1,0
562,2824,17,1,1,0
563,2864,17,1,1,0
564,6283,17,1,1,0
565,6721,17,1,1,0
566,6722,17,1,1,0
567,6290,17,1,1,0
568,6723,17,1,1,0
569,6724,17,1,1,0
570,3672,17,1,1,0
571,6301,17,1,1,0
572,6725,17,1,1,0
573,6726,17,1,1,0
574,3677,17,1,1,0
575,6310,17,1,1,0
576,6286,17,1,2,0
577,6296,17,1,2,0
578,6305,17,1,2,0
579,6313,17,1,2,0
580,6317,17,1,2,0
581,6287,17,1,2,0
582,6297,17,1,2,0
583,6306,17,1,2,0
584,6314,17,1,2,0
585,6318,17,1,2,0
586,6281,17,1,3,0
587,6709,17,1,3,0
588,6710,17,1,3,0
589,3195,17,1,3,0
590,6711,17,1,3,0
591,6712,17,1,3,0
592,6292,17,1,3,0
593,6300,17,1,3,0
594,6713,17,1,3,0
595,6714,17,1,3,0
596,3196,17,1,3,0
597,6308,17,1,3,0
598,6282,17,1,3,0
599,6715,17,1,3,0
600,6716,17,1,3,0
601,3453,17,1,3,0
602,6717,17,1,3,0
603,6718,17,1,3,0
604,6293,17,1,3,0
605,6302,17,1,3,0
606,6719,17,1,3,0
607,6720,17,1,3,0
608,3448,17,1,3,0
609,6309,17,1,3,0
610,6284,18,1,0,0
611,6727,18,1,0,0
612,6728,18,1,0,0
613,3899,18,1,0,0
614,6729,18,1,0,0
615,6730,18,1,0,0
616,6294,18,1,0,0
617,6303,18,1,0,0
618,6731,18,1,0,0
619,6732,18,1,0,0
620,3903,18,1,0,0
621,6311,18,1,0,0
622,7048,18,1,0,0
623,7049,18,1,0,0
624,7050,18,1,0,0
625,7051,18,1,0,0
626,7052,18,1,0,0
627,6288,18,1,0,0
628,6298,18,1,0,0
629,6307,18,1,0,0
630,6315,18,1,0,0
631,6319,18,1,0,0
632,6280,18,1,1,0
633,6704,18,1,1,0
634,6705,18,1,1,0
635,6289,18,1,1,0
636,6706,18,1,1,0
637,6707,18,1,1,0
638,2865,18,1,1,0
639,6299,18,1,1,0
640,6708,18,1,1,0
641,2824,18,1,1,0
642,2864,18,1,1,0
643,6283,18,1,1,0
644,6721,18,1,1,0
645,6722,18,1,1,0
646,6290,18,1,1,0
647,6723,18,1,1,0
648,6724,18,1,1,0
649,3672,18,1,1,0
650,6301,18,1,1,0
651,6725,18,1,1,0
652,6726,18,1,1,0
653,3677,18,1,1,0
654,6310,18,1,1,0
655,6286,18,1,1,0
656,6296,18,1,1,0
657,6305,18,1,1,0
658,6313,18,1,1,0
659,6317,18,1,1,0
660,6287,18,1,1,0
661,6297,18,1,1,0
662,6306,18,1,1,0
663,6314,18,1,1,0
664,6318,18,1,1,0
665,6281,18,1,2,0
666,6709,18,1,2,0
667,6710,18,1,2,0
668,3195,18,1,2,0
669,6711,18,1,2,0
670,6712,18,1,2,0
671,6292,18,1,2,0
672,6300,18,1,2,0
673,6713,18,1,2,0
674,6714,18,1,2,0
675,3196,18,1,2,0
676,6308,18,1,2,0
677,6282,18,1,2,0
678,6715,18,1,2,0
679,6716,18,1,2,0
680,3453,18,1,2,0
681,6717,18,1,2,0
682,6718,18,1,2,0
683,6293,18,1,2,0
684,6302,18,1,2,0
685,6719,18,1,2,0
686,6720,18,1,2,0
687,3448,18,1,2,0
688,6309,18,1,2,0
689,6284,19,1,0,0
690,6727,19,1,0,0
691,6728,19,1,0,0
692,3899,19,1,0,0
693,6729,19,1,0,0
694,6730,19,1,0,0
695,6294,19,1,0,0
696,6303,19,1,0,0
697,6731,19,1,0,0
698,6732,19,1,0,0
699,3903,19,1,0,0
700,6311,19,1,0,0
701,7048,19,1,0,0
702,7049,19,1,0,0
703,7050,19,1,0,0
704,7051,19,1,0,0
705,7052,19,1,0,0
706,6288,19,1,0,0
707,6298,19,1,0,0
708,6307,19,1,0,0
709,6315,19,1,0,0
710,6319,19,1,0,0
711,6280,19,1,1,0
712,6704,19,1,1,0
713,6705,19,1,1,0
714,6289,19,1,1,0
715,6706,19,1,1,0
716,6707,19,1,1,0
717,2865,19,1,1,0
718,6299,19,1,1,0
719,6708,19,1,1,0
720,2824,19,1,1,0
721,2864,19,1,1,0
722,6283,19,1,1,0
723,6721,19,1,1,0
724,6722,19,1,1,0
725,6290,19,1,1,0
726,6723,19,1,1,0
727,6724,19,1,1,0
728,3672,19,1,1,0
729,6301,19,1,1,0
730,6725,19,1,1,0
731,6726,19,1,1,0
732,3677,19,1,1,0
733,6310,19,1,1,0
734,6286,19,1,1,0
735,6296,19,1,1,0
736,6305,19,1,1,0
737,6313,19,1,1,0
738,6317,19,1,1,0
739,6287,19,1,1,0
740,6297,19,1,1,0
741,6306,19,1,1,0
742,6314,19,1,1,0
743,6318,19,1,1,0
744,6281,19,1,2,0
745,6709,19,1,2,0
746,6710,19,1,2,0
747,3195,19,1,2,0
748,6711,19,1,2,0
749,6712,19,1,2,0
750,6292,19,1,2,0
751,6300,19,1,2,0
752,6713,19,1,2,0
753,6714,19,1,2,0
754,3196,19,1,2,0
755,6308,19,1,2,0
756,6282,19,1,2,0
757,6715,19,1,2,0
758,6716,19,1,2,0
759,3453,19,1,2,0
760,6717,19,1,2,0
761,6718,19,1,2,0
762,6293,19,1,2,0
763,6302,19,1,2,0
764,6719,19,1,2,0
765,6720,19,1,2,0
766,3448,19,1,2,0
767,6309,19,1,2,0
768,7448,22,1,0,0
769,3938,22,1,0,0
770,7454,22,1,0,0
771,3939,22,1,0,0
772,7460,22,1,0,0
773,3940,22,1,0,0
774,7466,22,1,0,0
775,3941,22,1,0,0
776,7478,22,1,0,0
777,3942,22,1,0,0
778,7472,22,1,0,0
779,4178,22,1,0,0
780,4179,22,1,0,0
781,4175,22,1,0,0
782,4176,22,1,0,0
783,4180,22,1,0,0
784,4177,22,1,0,0
785,4523,22,1,0,0
786,4524,22,1,0,0
787,4520,22,1,0,0
788,4521,22,1,0,0
789,4525,22,1,0,0
790,4522,22,1,0,0
791,7444,22,1,1,0
792,2935,22,1,1,0
793,7450,22,1,1,0
794,2936,22,1,1,0
795,7456,22,1,1,0
796,2937,22,1,1,0
797,7462,22,1,1,0
798,7474,22,1,1,0
799,7468,22,1,1,0
800,3717,22,1,1,0
801,7446,22,1,1,0
802,3718,22,1,1,0
803,7452,22,1,1,0
804,3719,22,1,1,0
805,7458,22,1,1,0
806,3720,22,1,1,0
807,7464,22,1,1,0
808,3721,22,1,1,0
809,7476,22,1,1,0
810,3722,22,1,1,0
811,7470,22,1,1,0
812,4281,22,1,1,0
813,4282,22,1,1,0
814,4278,22,1,1,0
815,4279,22,1,1,0
816,4283,22,1,1,0
817,4280,22,1,1,0
818,4385,22,1,1,0
819,4386,22,1,1,0
820,4382,22,1,1,0
821,4383,22,1,1,0
822,4387,22,1,1,0
823,4384,22,1,1,0
824,3250,22,1,2,0
825,7445,22,1,2,0
826,3251,22,1,2,0
827,7451,22,1,2,0
828,3252,22,1,2,0
829,7457,22,1,2,0
830,3253,22,1,2,0
831,7463,22,1,2,0
832,3254,22,1,2,0
833,7475,22,1,2,0
834,3255,22,1,2,0
835,7469,22,1,2,0
836,3492,22,1,2,0
837,7447,22,1,2,0
838,3493,22,1,2,0
839,7453,22,1,2,0
840,3494,22,1,2,0
841,7459,22,1,2,0
842,3495,22,1,2,0
843,7465,22,1,2,0
844,3496,22,1,2,0
845,7477,22,1,2,0
846,3497,22,1,2,0
847,7471,22,1,2,0
848,7448,21,1,0,0
849,3938,21,1,0,0
850,7454,21,1,0,0
851,3939,21,1,0,0
852,7460,21,1,0,0
853,3940,21,1,0,0
854,7466,21,1,0,0
855,3941,21,1,0,0
856,7478,21,1,0,0
857,3942,21,1,0,0
858,7472,21,1,0,0
859,4178,21,1,0,0
860,4179,21,1,0,0
861,4175,21,1,0,0
862,4176,21,1,0,0
863,4180,21,1,0,0
864,4177,21,1,0,0
865,4523,21,1,0,0
866,4524,21,1,0,0
867,4520,21,1,0,0
868,4521,21,1,0,0
869,4525,21,1,0,0
870,4522,21,1,0,0
871,7444,21,1,1,0
872,2935,21,1,1,0
873,7450,21,1,1,0
874,2936,21,1,1,0
875,7456,21,1,1,0
876,2937,21,1,1,0
877,7462,21,1,1,0
878,7474,21,1,1,0
879,7468,21,1,1,0
880,3717,21,1,1,0
881,7446,21,1,1,0
882,3718,21,1,1,0
883,7452,21,1,1,0
884,3719,21,1,1,0
885,7458,21,1,1,0
886,3720,21,1,1,0
887,7464,21,1,1,0
888,3721,21,1,1,0
889,7476,21,1,1,0
890,3722,21,1,1,0
891,7470,21,1,1,0
892,4281,21,1,1,0
893,4282,21,1,1,0
894,4278,21,1,1,0
895,4279,21,1,1,0
896,4283,21,1,1,0
897,4280,21,1,1,0
898,4385,21,1,1,0
899,4386,21,1,1,0
900,4382,21,1,1,0
901,4383,21,1,1,0
902,4387,21,1,1,0
903,4384,21,1,1,0
904,3250,21,1,2,0
905,7445,21,1,2,0
906,3251,21,1,2,0
907,7451,21,1,2,0
908,3252,21,1,2,0
909,7457,21,1,2,0
910,3253,21,1,2,0
911,7463,21,1,2,0
912,3254,21,1,2,0
913,7475,21,1,2,0
914,3255,21,1,2,0
915,7469,21,1,2,0
916,3492,21,1,2,0
917,7447,21,1,2,0
918,3493,21,1,2,0
919,7453,21,1,2,0
920,3494,21,1,2,0
921,7459,21,1,2,0
922,3495,21,1,2,0
923,7465,21,1,2,0
924,3496,21,1,2,0
925,7477,21,1,2,0
926,3497,21,1,2,0
927,7471,21,1,2,0
928,24293,21,1,2,0
929,7448,20,1,0,0
930,3938,20,1,0,0
931,7454,20,1,0,0
932,3939,20,1,0,0
933,7460,20,1,0,0
934,3940,20,1,0,0
935,7466,20,1,0,0
936,3941,20,1,0,0
937,7478,20,1,0,0
938,3942,20,1,0,0
939,7472,20,1,0,0
940,4178,20,1,0,0
941,4179,20,1,0,0
942,4175,20,1,0,0
943,4176,20,1,0,0
944,4180,20,1,0,0
945,4177,20,1,0,0
946,4523,20,1,0,0
947,4524,20,1,0,0
948,4520,20,1,0,0
949,4521,20,1,0,0
950,4525,20,1,0,0
951,4522,20,1,0,0
952,7444,20,1,1,0
953,2935,20,1,1,0
954,7450,20,1,1,0
955,2936,20,1,1,0
956,7456,20,1,1,0
957,2937,20,1,1,0
958,7462,20,1,1,0
959,7474,20,1,1,0
960,7468,20,1,1,0
961,3717,20,1,1,0
962,7446,20,1,1,0
963,3718,20,1,1,0
964,7452,20,1,1,0
965,3719,20,1,1,0
966,7458,20,1,1,0
967,3720,20,1,1,0
968,7464,20,1,1,0
969,3721,20,1,1,0
970,7476,20,1,1,0
971,3722,20,1,1,0
972,7470,20,1,1,0
973,4281,20,1,1,0
974,4282,20,1,1,0
975,4278,20,1,1,0
976,4279,20,1,1,0
977,4283,20,1,1,0
978,4280,20,1,1,0
979,4385,20,1,1,0
980,4386,20,1,1,0
981,4382,20,1,1,0
982,4383,20,1,1,0
983,4387,20,1,1,0
984,4384,20,1,1,0
985,3250,20,1,2,0
986,7445,20,1,2,0
987,3251,20,1,2,0
988,7451,20,1,2,0
989,3252,20,1,2,0
990,7457,20,1,2,0
991,3253,20,1,2,0
992,7463,20,1,2,0
993,3254,20,1,2,0
994,7475,20,1,2,0
995,3255,20,1,2,0
996,7469,20,1,2,0
997,3492,20,1,2,0
998,7447,20,1,2,0
999,3493,20,1,2,0
1000,7453,20,1,2,0
1001,3494,20,1,2,0
1002,7459,20,1,2,0
1003,3495,20,1,2,0
1004,7465,20,1,2,0
1005,3496,20,1,2,0
1006,7477,20,1,2,0
1007,3497,20,1,2,0
1008,7471,20,1,2,0
1009,7564,20,1,2,0
1010,27914,20,1,2,0
1011,8228,23,1,0,0
1012,8234,23,1,0,0
1013,8240,23,1,0,0
1014,8246,23,1,0,0
1015,8258,23,1,0,0
1016,8252,23,1,0,0
1017,8262,23,1,0,0
1018,8266,23,1,0,0
1019,8270,23,1,0,0
1020,8278,23,1,0,0
1021,8274,23,1,0,0
1022,8263,23,1,0,0
1023,8267,23,1,0,0
1024,8271,23,1,0,0
1025,8279,23,1,0,0
1026,8275,23,1,0,0
1027,8224,23,1,1,0
1028,8230,23,1,1,0
1029,8236,23,1,1,0
1030,8242,23,1,1,0
1031,8254,23,1,1,0
1032,8248,23,1,1,0
1033,8226,23,1,1,0
1034,8232,23,1,1,0
1035,8238,23,1,1,0
1036,8244,23,1,1,0
1037,8256,23,1,1,0
1038,8250,23,1,1,0
1039,8260,23,1,1,0
1040,8264,23,1,1,0
1041,8268,23,1,1,0
1042,8276,23,1,1,0
1043,8272,23,1,1,0
1044,8261,23,1,1,0
1045,8265,23,1,1,0
1046,8269,23,1,1,0
1047,8277,23,1,1,0
1048,8273,23,1,1,0
1049,8225,23,1,2,0
1050,8231,23,1,2,0
1051,8237,23,1,2,0
1052,8243,23,1,2,0
1053,8255,23,1,2,0
1054,8249,23,1,2,0
1055,8227,23,1,2,0
1056,8233,23,1,2,0
1057,8239,23,1,2,0
1058,8245,23,1,2,0
1059,8257,23,1,2,0
1060,8251,23,1,2,0
1061,15818,23,1,2,0
1062,8228,24,1,0,0
1063,8234,24,1,0,0
1064,8240,24,1,0,0
1065,8246,24,1,0,0
1066,8258,24,1,0,0
